date,price
2008-06-06,471.286440678
2008-06-07,460.323343849
2008-06-08,450.966666667
2008-06-09,466.674050633
2008-06-10,465.112275449
2008-06-11,455.023809524
2008-06-12,459.311074919
2008-06-13,471.178797468
2008-06-14,447.544117647
2008-06-15,450.677777778
2008-06-16,468.216129032
2008-06-17,469.397394137
2008-06-18,465.422077922
2008-06-19,465.483076923
2008-06-20,470.68373494
2008-06-21,468.473765432
2008-06-22,447.752717391
2008-06-23,476.510769231
2008-06-24,471.684375
2008-06-25,464.637223975
2008-06-26,475.741538462
2008-06-27,476.268292683
2008-06-28,470.801393728
2008-06-29,453.12804878
2008-06-30,469.901162791
2008-07-01,472.179566563
2008-07-02,463.5
2008-07-03,470.065495208
2008-07-04,476.288580247
2008-07-05,481.620795107
2008-07-06,465.025773196
2008-07-07,473.03003003
2008-07-08,468.34660767
2008-07-09,474.620588235
2008-07-10,480.2625
2008-07-11,475.897590361
2008-07-12,463.259649123
2008-07-13,469.114213198
2008-07-14,484.148255814
2008-07-15,484.795731707
2008-07-16,473.170658683
2008-07-17,492.137614679
2008-07-18,482.993939394
2008-07-19,474.727828746
2008-07-20,464.375
2008-07-21,476.055555556
2008-07-22,488.546827795
2008-07-23,489.841924399
2008-07-24,474.122257053
2008-07-25,472.873831776
2008-07-26,470.525773196
2008-07-27,465.993548387
2008-07-28,477.558219178
2008-07-29,493.041522491
2008-07-30,477.694267516
2008-07-31,480.31496063
2008-08-01,465.653333333
2008-08-02,465.839344262
2008-08-03,455.011111111
2008-08-04,464.797169811
2008-08-05,469.242236025
2008-08-06,446.4375
2008-08-07,454.935661765
2008-08-08,465.655430712
2008-08-09,435.438636364
2008-08-10,439.471518987
2008-08-11,471.05130597
2008-08-12,457.325539568
2008-08-13,454.479238754
2008-08-14,442.912891986
2008-08-15,420.518072289
2008-08-16,467.805555556
2008-08-17,438.742424242
2008-08-18,449.862903226
2008-08-19,454.391768293
2008-08-20,441.847457627
2008-08-21,462.434579439
2008-08-22,462.998533724
2008-08-23,445.840753425
2008-08-24,440.255434783
2008-08-25,448.576190476
2008-08-26,448.524096386
2008-08-27,442.061583578
2008-08-28,448.858381503
2008-08-29,467.181114551
2008-08-30,452.03180212
2008-08-31,470.856115108
2008-09-01,461.898826979
2008-09-02,453.658402204
2008-09-03,428.345238095
2008-09-04,439.347891566
2008-09-05,461.938395415
2008-09-06,454.086363636
2008-09-07,444.997382199
2008-09-08,451.148255814
2008-09-09,439.051169591
2008-09-10,436.332352941
2008-09-11,450.591743119
2008-09-12,451.626801153
2008-09-13,421.202508961
2008-09-14,435.606770833
2008-09-15,456.190690691
2008-09-16,454.924107143
2008-09-17,434.015384615
2008-09-18,441.108761329
2008-09-19,460.752293578
2008-09-20,443.563091483
2008-09-21,443.873056995
2008-09-22,460.671554252
2008-09-23,465.420118343
2008-09-24,464.521186441
2008-09-25,469.600566572
2008-09-26,466.606811146
2008-09-27,465.718032787
2008-09-28,458.353293413
2008-09-29,464.156666667
2008-09-30,471.403100775
2008-10-01,443.408668731
2008-10-02,433.034482759
2008-10-03,462.445427729
2008-10-04,458.488782051
2008-10-05,433.385869565
2008-10-06,464.553398058
2008-10-07,452.804123711
2008-10-08,432.690647482
2008-10-09,433.411522634
2008-10-10,457.422155689
2008-10-11,433.821561338
2008-10-12,439.872222222
2008-10-13,457.450920245
2008-10-14,458.78125
2008-10-15,450.126666667
2008-10-16,463.482919255
2008-10-17,467.496784566
2008-10-18,462.333333333
2008-10-19,439.802941176
2008-10-20,458.330246914
2008-10-21,450.561514196
2008-10-22,465.98447205
2008-10-23,462.841423948
2008-10-24,462.214983713
2008-10-25,457.736434109
2008-10-26,431.813664596
2008-10-27,446.449814126
2008-10-28,466.882978723
2008-10-29,470.605714286
2008-10-30,471.433628319
2008-10-31,472.482490272
2008-11-01,445.085910653
2008-11-02,434.8
2008-11-03,450.146496815
2008-11-04,458.156351792
2008-11-05,445.114982578
2008-11-06,458.743421053
2008-11-07,467.014900662
2008-11-08,431.217898833
2008-11-09,426.567039106
2008-11-10,455.198675497
2008-11-11,448.982935154
2008-11-12,445.437716263
2008-11-13,453.833333333
2008-11-14,448.159010601
2008-11-15,442.466942149
2008-11-16,439.725490196
2008-11-17,488.649819495
2008-11-18,460.540983607
2008-11-19,443.331501832
2008-11-20,450.647272727
2008-11-21,441.878571429
2008-11-22,430.5
2008-11-23,428.264367816
2008-11-24,454.717948718
2008-11-25,439.93258427
2008-11-26,445.893382353
2008-11-27,440.56870229
2008-11-28,452.172413793
2008-11-29,446.461206897
2008-11-30,432.231707317
2008-12-01,417.796666667
2008-12-02,415.217821782
2008-12-03,409.321656051
2008-12-04,403.399328859
2008-12-05,394.93
2008-12-06,402.954385965
2008-12-07,391.099447514
2008-12-08,399.881270903
2008-12-09,376.237777778
2008-12-10,398.309446254
2008-12-11,389.466101695
2008-12-12,379.065217391
2008-12-13,352.413043478
2008-12-14,361.521621622
2008-12-15,383.208480565
2008-12-16,365.279464286
2008-12-17,361.709677419
2008-12-18,355.821167883
