date,price
2007-04-14 ,895.62745098
2007-04-15 ,768.254901961
2007-04-16 ,995.382352941
2007-04-17 ,989.352941176
2007-04-18 ,948.12745098
2007-04-19 ,986.519607843
2007-04-20 ,964.137254902
2007-04-21 ,958.921568627
2007-04-22 ,797.862745098
2007-04-23 ,1061.47058824
2007-04-24 ,994.470588235
2007-04-25 ,989.960784314
2007-04-26 ,963.460784314
2007-04-27 ,996.911764706
2007-04-28 ,967.617647059
2007-04-29 ,812.656862745
2007-04-30 ,960.205882353
2007-05-01 ,993.362745098
2007-05-02 ,987.588235294
2007-05-03 ,989.980392157
2007-05-04 ,964.176470588
2007-05-05 ,960.5
2007-05-06 ,779.794117647
2007-05-07 ,928.274509804
2007-05-08 ,920.529411765
2007-05-09 ,946.970588235
2007-05-10 ,937.911764706
2007-05-11 ,973.843137255
2007-05-12 ,947.480392157
2007-05-13 ,830.519607843
2007-05-14 ,938.774509804
2007-05-15 ,926.529411765
2007-05-16 ,942.852941176
2007-05-17 ,934.460784314
2007-05-18 ,961.480392157
2007-05-19 ,947.529411765
2007-05-20 ,891.254901961
2007-05-21 ,934.990196078
2007-05-22 ,938.921568627
2007-05-23 ,920.411764706
2007-05-24 ,944.215686275
2007-05-25 ,946.754901961
2007-05-26 ,919.823529412
2007-05-27 ,913.460784314
2007-05-28 ,923.5
2007-05-29 ,928.245098039
2007-05-30 ,928.950980392
2007-05-31 ,928.950980392
2007-06-01 ,1025.74509804
2007-06-02 ,925.019607843
2007-06-03 ,940.460784314
2007-06-04 ,932.31372549
2007-06-05 ,931.0
2007-06-06 ,924.745098039
2007-06-07 ,944.549019608
2007-06-08 ,936.470588235
2007-06-09 ,927.980392157
2007-06-10 ,930.31372549
2007-06-11 ,963.37254902
2007-06-12 ,941.333333333
2007-06-13 ,928.137254902
2007-06-14 ,944.666666667
2007-06-15 ,961.137254902
2007-06-16 ,948.37254902
2007-06-17 ,950.823529412
2007-06-18 ,950.529411765
2007-06-19 ,935.666666667
2007-06-20 ,945.078431373
2007-06-21 ,953.666666667
2007-06-22 ,982.725490196
2007-06-23 ,944.068627451
2007-06-24 ,928.196078431
2007-06-25 ,961.098039216
2007-06-26 ,977.941176471
2007-06-27 ,970.382352941
2007-06-28 ,962.921568627
2007-06-29 ,955.333333333
2007-06-30 ,913.333333333
2007-07-01 ,940.794117647
2007-07-02 ,961.490196078
2007-07-03 ,1010.09803922
2007-07-04 ,1004.47058824
2007-07-05 ,957.843137255
2007-07-06 ,954.205882353
2007-07-07 ,984.995098039
2007-07-08 ,988.333333333
2007-07-09 ,983.117647059
2007-07-10 ,1063.20588235
2007-07-11 ,998.705882353
2007-07-12 ,1014.50980392
2007-07-13 ,1037.41176471
2007-07-14 ,964.156862745
2007-07-15 ,1005.3627451
2007-07-16 ,1036.32352941
2007-07-17 ,992.411764706
2007-07-18 ,978.87254902
2007-07-19 ,982.460784314
2007-07-20 ,1000.49019608
2007-07-21 ,972.039215686
2007-07-22 ,1014.04411765
2007-07-23 ,998.480392157
2007-07-24 ,967.289215686
2007-07-25 ,981.774509804
2007-07-26 ,979.254901961
2007-07-27 ,1013.17647059
2007-07-28 ,993.196078431
2007-07-29 ,998.921568627
2007-07-30 ,962.901960784
2007-07-31 ,990.921568627
2007-08-01 ,1008.47058824
2007-08-02 ,992.803921569
2007-08-03 ,1011.47058824
2007-08-04 ,990.666666667
2007-08-05 ,978.725490196
2007-08-06 ,1073.92156863
2007-08-07 ,993.147058824
2007-08-08 ,994.0
2007-08-09 ,1012.75490196
2007-08-10 ,1036.56862745
2007-08-11 ,997.068627451
2007-08-12 ,974.343137255
2007-08-13 ,1053.11764706
2007-08-14 ,1027.03921569
2007-08-15 ,947.568627451
2007-08-16 ,984.588235294
2007-08-17 ,992.794117647
2007-08-18 ,971.62745098
2007-08-19 ,983.843137255
2007-08-20 ,926.480392157
2007-08-21 ,1012.44117647
2007-08-22 ,1001.79411765
2007-08-23 ,991.117647059
2007-08-24 ,1005.5
2007-08-25 ,989.666666667
2007-08-26 ,981.745098039
2007-08-27 ,979.980392157
2007-08-28 ,1087.7254902
2007-08-29 ,979.529411765
2007-08-30 ,994.460784314
2007-08-31 ,1010.74509804
2007-09-01 ,952.941176471
2007-09-02 ,1028.42156863
2007-09-03 ,992.058823529
2007-09-04 ,1054.94117647
2007-09-05 ,932.666666667
2007-09-06 ,973.921568627
2007-09-07 ,1008.97058824
2007-09-08 ,923.568627451
2007-09-09 ,969.431372549
